"ISSN","Journal","Abbr_Name","Is_SCI","IF2018","IF_5year","Self_citing","H_Index","CiteScore","Division","Category","Discipline","IsTop","IsReview","Publication_Cycle","Article_NO._per_year","Publication_year","Region","OA","Employment","Refereeing","View","Url"
"1010-6960","TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY","TURK ENTOMOL DERG-TU","SCIE",0.388,0.439,12.9,NA,0.46,"4区","生物","昆虫学","否","否","Quarterly","26",1987,"TURKEY","No","容易",">12周，或约稿",3976,"https://www.letpub.com.cn/index.php?journalid=7972&page=journalapp&view=detail"
"1302-0234","Turkiye Fiziksel Tip ve Rehabilitasyon Dergisi-Turkish Journal of Physical Medicine and Rehabilitation","TURK FIZ TIP REHAB D","无",0,0,NA,NA,0.17,"未录","","",NA,NA,"Quarterly","58",1998,"TURKEY","Yes","容易","较慢,6-12周",3764,"https://www.letpub.com.cn/index.php?journalid=7973&page=journalapp&view=detail"
"1300-0292","Turkiye Klinikleri Tip Bilimleri Dergisi","TURK KLIN TIP BILIM","无",0,0,NA,NA,0.05,"未录","","",NA,NA,"Bimonthly","248",19,"TURKEY","No","容易","",3766,"https://www.letpub.com.cn/index.php?journalid=7974&page=journalapp&view=detail"
"1832-4274","Twin Research and Human Genetics","TWIN RES HUM GENET","SCI/SCIE",1.669,2.136,10.7,73,1.39,"4区","医学","遗传学","否","否","Bimonthly","58",2005,"AUSTRALIA","No","较易","较慢,6-12周",5408,"https://www.letpub.com.cn/index.php?journalid=7975&page=journalapp&view=detail"
"1306-133X","UHOD-Uluslararasi Hematoloji-Onkoloji Dergisi","UHOD-ULUSLAR HEMATOL","SCIE",1.492,1.165,4.4,NA,0.15,"4区","医学","肿瘤学","否","否","Quarterly","31",2006,"TURKEY","Yes","容易",">12周，或约稿",5328,"https://www.letpub.com.cn/index.php?journalid=7976&page=journalapp&view=detail"
"1609-1833","Ukrainian Journal of Physical Optics","UKR J PHYS OPT","SCIE",0.488,0.561,15,13,0.55,"4区","物理","光学","否","否","Quarterly","24",2000,"UKRAINE","Yes","容易",">12周，或约稿",6975,"https://www.letpub.com.cn/index.php?journalid=7977&page=journalapp&view=detail"
"0041-5995","Ukrainian Mathematical Journal","UKR MATH J+","SCIE",0.343,0.379,36.2,16,0.3,"4区","数学","数学","否","否","Monthly","139",0,"UKRAINE","No","容易","偏慢,4-8周",9578,"https://www.letpub.com.cn/index.php?journalid=7978&page=journalapp&view=detail"
"0304-3991","ULTRAMICROSCOPY","ULTRAMICROSCOPY","SCI/SCIE",2.929,3.033,22.5,104,3.06,"2区","工程技术","显微镜技术","是","否","Monthly","216",1975,"NETHERLANDS","No","容易","约3.0个月",17936,"https://www.letpub.com.cn/index.php?journalid=7979&page=journalapp&view=detail"
"0172-4614","ULTRASCHALL IN DER MEDIZIN","ULTRASCHALL MED","SCI/SCIE",4.389,4.942,16.7,45,2.29,"2区","医学","声学","是","否","Bimonthly","58",1980,"GERMANY","No","一般","较慢,6-12周",7586,"https://www.letpub.com.cn/index.php?journalid=7980&page=journalapp&view=detail"
"0161-7346","ULTRASONIC IMAGING","ULTRASONIC IMAGING","SCI/SCIE",2.3,2.089,6.1,42,2.06,"4区","医学","声学","否","否","Quarterly","25",1979,"UNITED STATES","No","较易",">12周，或约稿",8515,"https://www.letpub.com.cn/index.php?journalid=7981&page=journalapp&view=detail"
"0041-624X","ULTRASONICS","ULTRASONICS","SCI/SCIE",2.377,2.37,10.5,77,2.72,"3区","医学","声学","否","否","Bimonthly","205",1963,"NETHERLANDS","No","75%","约2.3个月",38496,"https://www.letpub.com.cn/index.php?journalid=7982&page=journalapp&view=detail"
"1350-4177","ULTRASONICS SONOCHEMISTRY","ULTRASON SONOCHEM","SCIE",6.012,5.737,26,97,5.9,"2区","化学","声学","是","否","Bimonthly","506",1994,"ENGLAND","No","约50%","约7.0个月",58533,"https://www.letpub.com.cn/index.php?journalid=7983&page=journalapp&view=detail"
"0301-5629","ULTRASOUND IN MEDICINE AND BIOLOGY","ULTRASOUND MED BIOL","SCI/SCIE",2.645,2.62,12.4,117,2.5,"3区","医学","声学","否","否","Monthly","288",1973,"ENGLAND","No","较易","约3.0个月",18993,"https://www.letpub.com.cn/index.php?journalid=7984&page=journalapp&view=detail"
"0960-7692","ULTRASOUND IN OBSTETRICS & GYNECOLOGY","ULTRASOUND OBST GYN","SCI/SCIE",5.654,4.76,16.2,NA,3.18,"2区","医学","声学","是","否","Monthly","181",0,"ENGLAND","No","约5%","平均1月",10827,"https://www.letpub.com.cn/index.php?journalid=7985&page=journalapp&view=detail"
"0191-3123","ULTRASTRUCTURAL PATHOLOGY","ULTRASTRUCT PATHOL","SCI/SCIE",0.657,0.782,11.6,37,0.79,"4区","医学","显微镜技术","否","否","Bimonthly","39",1980,"UNITED STATES","No","容易","较慢,6-12周",4285,"https://www.letpub.com.cn/index.php?journalid=7986&page=journalapp&view=detail"
"1306-696X","Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal of Trauma & Emergency Surgery","ULUS TRAVMA ACIL CER","SCIE",0.525,0.635,10.5,NA,0.72,"4区","医学","急救医学","否","否","Quarterly","95",2003,"TURKEY","Yes","容易","偏慢,4-8周",4932,"https://www.letpub.com.cn/index.php?journalid=7987&page=journalapp&view=detail"
"1066-2936","Undersea and Hyperbaric Medicine","UNDERSEA HYPERBAR M","SCI/SCIE",0.636,0.961,35.1,38,0.79,"4区","医学","海洋与淡水生物学","否","否","Quarterly","62",1993,"UNITED STATES","No","容易",">12周，或约稿",4261,"https://www.letpub.com.cn/index.php?journalid=7988&page=journalapp&view=detail"
"0177-5537","UNFALLCHIRURG","UNFALLCHIRURG","SCIE",0.671,0.654,15.6,NA,0.55,"4区","医学","急救医学","否","否","Monthly","136",1985,"GERMANY","No","容易","偏慢,4-8周",4314,"https://www.letpub.com.cn/index.php?journalid=7989&page=journalapp&view=detail"
"1223-7027","University Politehnica of Bucharest Scientific Bulletin-Series A-Applied Mathematics and Physics","U POLITEH BUCH SER A","SCIE",0.461,0.521,14.3,NA,0.48,"4区","数学","应用数学","否","否","Quarterly","109",0,"ROMANIA","No","容易","较慢,6-12周",5840,"https://www.letpub.com.cn/index.php?journalid=7990&page=journalapp&view=detail"
"0300-9734","UPSALA JOURNAL OF MEDICAL SCIENCES","UPSALA J MED SCI","SCIE",1.971,2.355,10.5,29,1.94,"4区","医学","医学：内科","否","否","Tri-annual","33",1972,"NORWAY","Yes","容易","较慢,6-12周",4861,"https://www.letpub.com.cn/index.php?journalid=7991&page=journalapp&view=detail"
"1618-8667","URBAN FORESTRY & URBAN GREENING","URBAN FOR URBAN GREE","SCIE",2.782,3.521,22.2,NA,3.22,"2区","农林科学","林学","否","否","Quarterly","185",2002,"GERMANY","No","较易","较慢,6-12周",16279,"https://www.letpub.com.cn/index.php?journalid=7992&page=journalapp&view=detail"
"1573-062X","Urban Water Journal","URBAN WATER J","SCIE",2.744,2.575,8.7,29,2.14,"3区","环境科学与生态学","水资源","否","否","Quarterly","123",0,"ENGLAND","No","容易",">12周，或约稿",10523,"https://www.letpub.com.cn/index.php?journalid=7993&page=journalapp&view=detail"
"1433-0563","UROLOGE","","无",0,0,NA,NA,NA,"未录","","","否","否","Monthly","0",0,NA,"No","容易","",3667,"https://www.letpub.com.cn/index.php?journalid=7994&page=journalapp&view=detail"
"0042-1138","UROLOGIA INTERNATIONALIS","UROL INT","SCIE",1.508,1.359,23.7,46,1.42,"4区","医学","泌尿学与肾脏学","否","否","Bimonthly","144",1955,"SWITZERLAND","No","容易","一般,3-8周",9489,"https://www.letpub.com.cn/index.php?journalid=7995&page=journalapp&view=detail"
"0094-0143","UROLOGIC CLINICS OF NORTH AMERICA","UROL CLIN N AM","SCI/SCIE",2.149,1.918,0.9,69,1.94,"4区","医学","泌尿学与肾脏学","否","否","Quarterly","58",1974,"UNITED STATES","No","容易","较慢,6-12周",4161,"https://www.letpub.com.cn/index.php?journalid=7996&page=journalapp&view=detail"
"1078-1439","UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS","UROL ONCOL-SEMIN ORI","SCIE",3.397,2.968,5,NA,2.41,"3区","医学","肿瘤学","否","否","Bimonthly","240",1995,"UNITED STATES","No","较易","偏慢,4-8周",9973,"https://www.letpub.com.cn/index.php?journalid=7997&page=journalapp&view=detail"
"0300-5623","UROLOGICAL RESEARCH","UROL RES","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Bimonthly","0",1973,"UNITED STATES","No","较易","较慢,6-12周",4688,"https://www.letpub.com.cn/index.php?journalid=7998&page=journalapp&view=detail"
"0090-4295","UROLOGY","UROLOGY","SCI/SCIE",2.3,2.385,8.8,161,1.56,"3区","医学","泌尿学与肾脏学","否","否","Monthly","515",1973,"UNITED STATES","No","容易","约3.0个月",11629,"https://www.letpub.com.cn/index.php?journalid=7999&page=journalapp&view=detail"
"1735-1308","Urology Journal","UROL J","SCIE",0.88,0.893,1.5,23,0.82,"4区","医学","泌尿学与肾脏学","否","否","Quarterly","61",2004,"IRAN","Yes","容易","较慢,6-12周",5080,"https://www.letpub.com.cn/index.php?journalid=8000&page=journalapp&view=detail"
"1537-6176","URSUS","URSUS","SCIE",1,1.414,10.7,34,1.84,"4区","生物","动物学","否","否","Semiannual","18",1995,"UNITED STATES","No","容易",">12周，或约稿",4425,"https://www.letpub.com.cn/index.php?journalid=8001&page=journalapp&view=detail"
"0924-1868","USER MODELING AND USER-ADAPTED INTERACTION","USER MODEL USER-ADAP","SCIE",2.808,4.185,4.1,NA,6.73,"2区","工程技术","计算机：控制论","否","否","Tri-annual","11",1991,"NETHERLANDS","No","较易",">12周，或约稿",6607,"https://www.letpub.com.cn/index.php?journalid=8002&page=journalapp&view=detail"
"0315-3681","UTILITAS MATHEMATICA","UTILITAS MATHEMATICA","SCIE",0.267,0.33,8.6,23,0.27,"4区","数学","应用数学","否","否","Semiannual","104",0,"CANADA","No","容易","较慢,6-12周",9462,"https://www.letpub.com.cn/index.php?journalid=8003&page=journalapp&view=detail"
"0264-410X","VACCINE","VACCINE","SCI/SCIE",3.285,3.309,14.9,159,3.19,"3区","医学","免疫学","否","否","Weekly","973",1983,"ENGLAND","No","约50%","约4.5个月",37887,"https://www.letpub.com.cn/index.php?journalid=8004&page=journalapp&view=detail"
"0042-207X","VACUUM","VACUUM","SCI/SCIE",2.067,1.867,15.8,72,2,"3区","工程技术","材料科学：综合","否","否","Monthly","493",1951,"ENGLAND","No","容易","约4.1个月",86319,"https://www.letpub.com.cn/index.php?journalid=8005&page=journalapp&view=detail"
"1539-1663","VADOSE ZONE JOURNAL","VADOSE ZONE J","SCIE",2.71,2.556,10.5,65,2.45,"3区","环境科学与生态学","环境科学","否","否","Monthly","74",2002,"UNITED STATES","No","较易","约2.0个月",18177,"https://www.letpub.com.cn/index.php?journalid=8006&page=journalapp&view=detail"
"1098-3015","VALUE IN HEALTH","VALUE HEALTH","SCIE",5.494,5.635,6,82,3.08,"2区","医学","卫生保健与服务","否","否","Bimonthly","172",1998,"UNITED STATES","No","较易","一般,3-8周",11703,"https://www.letpub.com.cn/index.php?journalid=8007&page=journalapp&view=detail"
"0301-1526","Vasa-European Journal of Vascular Medicine","VASA","SCI/SCIE",1.21,1.162,11.3,NA,0.8,"4区","医学","外周血管病","否","否","Quarterly","67",1972,"SWITZERLAND","No","约75%","平均1月",9846,"https://www.letpub.com.cn/index.php?journalid=8008&page=journalapp&view=detail"
"1708-5381","Vascular","VASCULAR","SCIE",1.089,0.911,4.5,50,0.98,"4区","医学","外周血管病","否","否","Bimonthly","92",2004,"CANADA","No","容易","较慢,6-12周",7480,"https://www.letpub.com.cn/index.php?journalid=8009&page=journalapp&view=detail"
"1538-5744","Vascular and Endovascular Surgery","VASC ENDOVASC SURG","SCIE",0.872,0.985,4.2,41,1.08,"4区","医学","外周血管病","否","否","Bimonthly","103",2002,"UNITED STATES","No","容易","偏慢,4-8周",6241,"https://www.letpub.com.cn/index.php?journalid=8010&page=journalapp&view=detail"
"1358-863X","VASCULAR MEDICINE","VASC MED","SCIE",2.393,2.229,7.5,64,1.59,"4区","医学","外周血管病","否","否","Bimonthly","72",1996,"ENGLAND","No","较易",">12周，或约稿",6491,"https://www.letpub.com.cn/index.php?journalid=8011&page=journalapp&view=detail"
"1537-1891","VASCULAR PHARMACOLOGY","VASC PHARMACOL","SCI/SCIE",3.607,3.45,1.9,83,3.5,"3区","医学","药学","否","否","Monthly","49",2002,"UNITED STATES","No","一般","较慢,6-12周",11397,"https://www.letpub.com.cn/index.php?journalid=8012&page=journalapp&view=detail"
"1530-3667","VECTOR-BORNE AND ZOONOTIC DISEASES","VECTOR-BORNE ZOONOT","SCIE",2.171,2.365,6.2,59,2.25,"4区","医学","传染病学","否","否","Quarterly","122",2001,"UNITED STATES","No","容易","一般,3-8周",8342,"https://www.letpub.com.cn/index.php?journalid=8013&page=journalapp&view=detail"
"0939-6314","VEGETATION HISTORY AND ARCHAEOBOTANY","VEG HIST ARCHAEOBOT","SCI/SCIE",2.232,2.418,17.5,51,2.05,"3区","地学","古生物学","否","否","Quarterly","43",1992,"UNITED STATES","No","较易",">12周，或约稿",5641,"https://www.letpub.com.cn/index.php?journalid=8014&page=journalapp&view=detail"
"0970-4078","Vegetos","VEGETOS","无",0,0,NA,NA,0.3,"未录","","",NA,NA,"Semiannual","112",1988,"INDIA","No","容易","",6273,"https://www.letpub.com.cn/index.php?journalid=8015&page=journalapp&view=detail"
"0042-3114","VEHICLE SYSTEM DYNAMICS","VEHICLE SYST DYN","SCIE",2.406,2.412,14.5,73,2.86,"3区","工程技术","工程：机械","否","否","Monthly","85",0,"ENGLAND","No","容易","约3.0个月",25676,"https://www.letpub.com.cn/index.php?journalid=8016&page=journalapp&view=detail"
"0042-3211","VELIGER","VELIGER","无",0,0,NA,21,NA,"未录","","",NA,NA,"Quarterly","0",1958,"UNITED STATES","No","容易",">12周，或约稿",4244,"https://www.letpub.com.cn/index.php?journalid=8017&page=journalapp&view=detail"
"1016-6262","VERHALTENSTHERAPIE","VERHALTENSTHERAPIE","SCIE",1.239,1.118,40.4,20,0.76,"4区","医学","精神病学","否","否","Quarterly","20",1991,"SWITZERLAND","No","容易",">12周，或约稿",3960,"https://www.letpub.com.cn/index.php?journalid=8018&page=journalapp&view=detail"
"0394-3151","Veterinaria","VETERINARIA-CREMONA","无",0,0,NA,NA,0,"未录","","",NA,NA,"Bimonthly","22",0,"ITALY","No","容易",">12周，或约稿",3854,"https://www.letpub.com.cn/index.php?journalid=8019&page=journalapp&view=detail"
"0505-401X","Veterinaria Italiana","VET ITAL","SCIE",0.915,0.916,5.8,12,0.82,"4区","农林科学","兽医学","否","否","Quarterly","42",1954,"ITALY","Yes","容易",">12周，或约稿",4191,"https://www.letpub.com.cn/index.php?journalid=8020&page=journalapp&view=detail"
"0301-5092","VETERINARIA MEXICO","VET MEXICO","无",0,0,NA,NA,NA,"未录","","","否","否","Quarterly","8",0,"MEXICO","Yes","容易",">12周，或约稿",3802,"https://www.letpub.com.cn/index.php?journalid=8021&page=journalapp&view=detail"
"1392-2130","Veterinarija ir Zootechnika","VET ZOOTECH-LITH","无",0,0,NA,NA,0.22,"未录","","",NA,NA,"Quarterly","56",1996,"LITHUANIA","No","容易","较慢,6-12周",3759,"https://www.letpub.com.cn/index.php?journalid=8022&page=journalapp&view=detail"
"0375-8427","Veterinární medicína","VETMED - CZECH","SCI/SCIE",0.434,0.764,8.5,39,0.69,"4区","医学","兽医学","否","否","Monthly","74",1956,"CZECH REPUBLIC","Yes","容易","较慢,18-36周",4704,"https://www.letpub.com.cn/index.php?journalid=8023&page=journalapp&view=detail"
"0372-5480","VETERINARSKI ARHIV","VET ARHIV","SCIE",0.286,0.46,2.8,23,0.43,"4区","农林科学","兽医学","否","否","Bimonthly","65",1931,"CROATIA","No","容易","较慢,6-12周",5015,"https://www.letpub.com.cn/index.php?journalid=8024&page=journalapp&view=detail"
"1467-2987","VETERINARY ANAESTHESIA AND ANALGESIA","VET ANAESTH ANALG","SCIE",2.064,2.256,34,44,1.76,"3区","农林科学","兽医学","否","否","Quarterly","153",2000,"ENGLAND","No","容易","较慢,12-24周",5925,"https://www.letpub.com.cn/index.php?journalid=8025&page=journalapp&view=detail"
"1476-5810","Veterinary and Comparative Oncology","VET COMP ONCOL","SCIE",2.27,2.376,24.5,26,1.82,"2区","农林科学","兽医学","否","否","Quarterly","144",2003,"ENGLAND","No","容易",">24周，或约稿",5657,"https://www.letpub.com.cn/index.php?journalid=8026&page=journalapp&view=detail"
"0932-0814","VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY","VET COMP ORTHOPAED","SCIE",0.872,1.065,28,38,1.04,"4区","农林科学","兽医学","否","否","Quarterly","67",1988,"GERMANY","No","容易","较慢,18-36周",4250,"https://www.letpub.com.cn/index.php?journalid=8027&page=journalapp&view=detail"
"0275-6382","VETERINARY CLINICAL PATHOLOGY","VET CLIN PATH","SCIE",0.937,1.342,19.6,43,1,"4区","农林科学","兽医学","否","否","Quarterly","69",1977,"UNITED STATES","No","容易","较慢,18-36周",4269,"https://www.letpub.com.cn/index.php?journalid=8028&page=journalapp&view=detail"
"0749-0739","VETERINARY CLINICS OF NORTH AMERICA-EQUINE PRACTICE","VET CLIN N AM-EQUINE","SCIE",0.791,1,11.4,NA,1.47,"4区","农林科学","兽医学","否","否","Tri-annual","36",1985,"UNITED STATES","No","较易",">36周，或约稿",4142,"https://www.letpub.com.cn/index.php?journalid=8029&page=journalapp&view=detail"
"0749-0720","VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE","VET CLIN N AM-FOOD A","SCIE",1.184,2.47,11.1,NA,1.58,"3区","农林科学","兽医学","否","否","Tri-annual","33",1985,"UNITED STATES","No","较易",">36周，或约稿",5044,"https://www.letpub.com.cn/index.php?journalid=8030&page=journalapp&view=detail"
"0195-5616","VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE","VET CLIN N AM-SMALL","SCI/SCIE",1.131,1.377,5.5,NA,1.22,"3区","农林科学","兽医学","否","否","Bimonthly","89",1979,"UNITED STATES","No","容易","较慢,18-36周",4317,"https://www.letpub.com.cn/index.php?journalid=8031&page=journalapp&view=detail"
"0959-4493","VETERINARY DERMATOLOGY","VET DERMATOL","SCI/SCIE",1.27,1.634,35.3,49,1.36,"3区","农林科学","皮肤病学","否","否","Quarterly","87",1989,"ENGLAND","No","较易","较慢,12-24周",4579,"https://www.letpub.com.cn/index.php?journalid=8032&page=journalapp&view=detail"
"0165-2427","VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY","VET IMMUNOL IMMUNOP","SCI/SCIE",1.632,1.593,4.7,84,1.7,"3区","农林科学","免疫学","否","否","Monthly","101",1979,"NETHERLANDS","No","较易","约1.0个月",10986,"https://www.letpub.com.cn/index.php?journalid=8033&page=journalapp&view=detail"
"1090-0233","VETERINARY JOURNAL","VET J","SCI/SCIE",1.773,2.078,3.7,87,1.87,"3区","农林科学","兽医学","否","否","Bimonthly","137",1997,"ENGLAND","No","较易","较快,4-8周",17065,"https://www.letpub.com.cn/index.php?journalid=8034&page=journalapp&view=detail"
"0378-1135","VETERINARY MICROBIOLOGY","VET MICROBIOL","SCI/SCIE",2.525,2.77,11.2,109,2.7,"2区","农林科学","微生物学","是","否","Monthly","374",1976,"NETHERLANDS","No","约48.33%","平均3月",26940,"https://www.letpub.com.cn/index.php?journalid=8035&page=journalapp&view=detail"
"1463-5216","VETERINARY OPHTHALMOLOGY","VET OPHTHALMOL","SCIE",1.083,1.369,21.6,41,1.23,"3区","农林科学","兽医学","否","否","Quarterly","81",1998,"ENGLAND","No","容易","较慢,12-24周",4150,"https://www.letpub.com.cn/index.php?journalid=8036&page=journalapp&view=detail"
"0304-4017","VETERINARY PARASITOLOGY","VET PARASITOL","SCI/SCIE",2.422,2.434,13.6,105,2.55,"2区","农林科学","寄生虫学","是","否","Biweekly","314",1975,"NETHERLANDS","No","约29.28%","平均2.4月",12367,"https://www.letpub.com.cn/index.php?journalid=8037&page=journalapp&view=detail"
"0300-9858","VETERINARY PATHOLOGY","VET PATHOL","SCI/SCIE",1.795,2.369,11.6,76,2.16,"2区","农林科学","病理学","否","否","Bimonthly","106",1971,"UNITED STATES","No","约50%","平均2月",5585,"https://www.letpub.com.cn/index.php?journalid=8038&page=journalapp&view=detail"
